last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
06:31.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,28,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,5/29/15,15:05:00,obsr37417,S23699132,Area,P23,EBIRD,170,NA,40,4,1,G1295457,0,1,1,,"Full town <br />Submitted from eBird for iOS, version 0.9.1 Build 4",NA,,NA,(JTS) Exact count of birds perched on wires. New high count for SCI.,TRUE
59:02.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_201,32,,,Los Angeles River--Willow St.,L481023,H,33.8048977,-118.2059383,8/2/15,7:20:00,obsr209089,S24470555,Traveling,P22,EBIRD,70,1.609,NA,4,1,G1364560,0,1,0,,"Checked the river with hopes for re-locating the odd small plover (considered for Common Ringed Plover) and Semipalmated Sandpiper seen yesterday, among others.  No sign of the odd plover among up to 3 Semipalmated Plover.  Joined by a number of birders incl. Larry Allen's L.A. Audubon trip.  Overcast but warm, light breeze.  With Jan Long, Elaine MacPherson, Laura Garrett.",NA,,NA,Large flock perched on far bridge below Willow St.,TRUE
00:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,36,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,5/15/16,15:05:00,obsr37417,S29691631,Area,P23,EBIRD,92,NA,40,3,1,G1759599,0,1,1,,"Full loop <br />Submitted from eBird for iOS, version 1.2.0 Build 62",NA,,NA,Triple-checked exact count,TRUE
29:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_3083,32,,,Ballona Freshwater Marsh,L160935,H,33.9701285,-118.4305573,8/6/16,6:50:00,obsr26637,S31035339,Traveling,P22,EBIRD,155,3.219,NA,7,1,G1877981,0,1,0,,"Don Sterba, Chris Lord, Cameron Tescher, Phyllis Kaneichi, Lisa Fimiani, and Kurt and Vinson from Hawaii",NA,,NA,Approx. count of a flock at the south end.,TRUE
02:24.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,6/5/17,17:05:00,obsr37417,S37416249,Area,P23,EBIRD,50,NA,30,2,1,G2471261,0,1,0,,,NA,,NA,"A group of 2 and later 10, so possibly 12.",TRUE
56:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,6/7/17,15:55:00,obsr37417,S37460103,Area,P23,EBIRD,130,NA,30,2,1,G2474602,0,1,0,,"Town with NJD, then porch of bar, where we added nothing.",NA,,NA,At Oly,TRUE
50:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,64,,,,United States,US,California,US-CA,Mendocino,US-CA-045,,5,,,Stoneboro Rd. fields,L2416297,H,38.9574738,-123.6969151,11/25/13,9:35:00,obsr200080,S15768128,Traveling,P22,EBIRD,73,5.794,NA,3,1,G735000,0,1,1,,"Jack Booth, George Chaniot & I birded the south coast.  Beautiful day ~60+.  We got our best looks at Ferruginous Hawks at this location.",NA,,NA,"On the roof of the barn on the north side of Brush Creek looking from Bristol Rd.  We 1st assumed that they were Rock Pigeons and then we looked at them and all agreed they were EC Doves and they just kept coming until the roof was covered.  A little larger than Mourning Dove, lighter in color with a squared off whitish tail and a collar.",TRUE
11:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,76,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,10/13/12,8:45:00,obsr107968,S11790443,Traveling,P22,EBIRD,150,0.805,NA,3,1,G476164,0,1,0,,"with Rita, ran into Rick Fournier and birded all morning with him. Calm, sunny & cool early becoming slightly breezy and quite hot by the time we left. High tide in Slough. We did euc grove, all ponds and walked the levee, and the cattle pens.",NA,,NA,exact count,TRUE
46:12.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,9/27/14,9:45:00,obsr189945,S19963430,Traveling,P22,EBIRD,105,0.402,NA,12,1,G1008801,0,1,0,,"Fourth and final stop on the Monterey Bay Birding Festival's Moss Landing / Elkhorn Slough tour. The group birded the main pond from above, checked the cow pens for blackbirds, and then walked along the dike to the the large, cattail covered east pond. Along the dike we had the Moonglow Dairy ponds on one side of us and the slough on the other.",NA,,NA,Estimated number,TRUE
49:09.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,10/11/14,10:03:00,obsr8586,S20202427,Traveling,P22,EBIRD,165,3.38,NA,1,1,G1018371,0,1,0,,,NA,,NA,"10:18 AM, (36.80525, -121.76586)",TRUE
41:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,200,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,4/26/15,12:47:00,obsr167174,S23074520,Traveling,P22,EBIRD,84,0.805,NA,3,1,G1238276,0,1,0,,"67° sunny and breezy. Ran into Michael Rieser and Robert Horn, and they helped find birds we wanted to see. Mostly focused on locating a SOSA and a YHBL reported yesterday, and so this is not a thorough survey. <br />Submitted from BirdLog NA for iOS, version 1.8",NA,,NA,"still tons and tons of them here, many calling",TRUE
40:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,230,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,4/23/15,15:50:00,obsr167174,S23020712,Traveling,P22,EBIRD,25,0.805,NA,2,1,G1233915,0,1,1,,"Cold and dreary <br />Submitted from BirdLog NA for iOS, version 1.8",NA,,NA,estimated by tens,TRUE
07:58.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,45,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,9/25/15,9:25:00,obsr130197,S25175033,Traveling,P22,EBIRD,130,1.207,NA,15,1,G1417019,0,1,0,,Leading field trip for Monterey Bay Birding Festival; walked around first pond and then made a quick pass through the Eucalyptus grove,NA,,NA,low number as we didn't count all the birds around the different fenced areas,TRUE
21:49.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Orange,US-CA-059,US-CA_205,32,,,Talbert Marsh,L580739,H,33.6347738,-117.9614067,9/14/13,17:12:00,obsr327211,S15174292,Traveling,P22,EBIRD,30,0.805,NA,2,1,G694569,0,1,0,,"Hazy. Lots of noise due to party at beach. After walking to river mouth, came back past marsh.  <br />Submitted from BirdLog NA for iOS, version 1.6.1",NA,,NA,On telephone wires by Santa Ana River,TRUE
39:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,52,,,,United States,US,California,US-CA,Orange,US-CA-059,US-CA_205,32,,,Talbert Marsh,L580739,H,33.6347738,-117.9614067,9/9/17,11:33:00,obsr420018,S39084942,Traveling,P22,EBIRD,43,0.805,NA,2,1,G2625603,0,1,1,,,NA,,NA,"Counted, sitting on power lines next to the SAR.",TRUE
04:06.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Diego,US-CA-073,,32,,,Fort Rosecrans National Cemetery,L241743,H,32.68582,-117.2449932,5/10/14,7:15:00,obsr295607,S18340702,Traveling,P22,EBIRD,200,4.023,NA,2,1,G937733,0,1,0,,,NA,,NA,Also being chased by the falcons.,TRUE
48:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,35,,,,United States,US,California,US-CA,San Francisco,US-CA-075,,NA,,,Sutro Heights--Baths / Land's End,L291976,H,37.7813659,-122.5116134,4/15/12,9:00:00,obsr56093,S10456564,Traveling,P22,EBIRD,180,1.609,NA,25,1,G391511,0,1,0,,Ornithology Class - Trip includes Cliff House and Sutro Heights Park. All photos by Linda Swanson.,NA,,NA,"<a href=""http://www.flickr.com/photos/swansonls/6935904550/"" title=""Eurasian Collared-Dove by Linda S Swanson, on Flickr""><img src=""http://farm6.staticflickr.com/5117/6935904550_4a14d05bcd.jpg"" alt=""Eurasian Collared-Dove""></a>--<a href=""http://www.flickr.com/photos/swansonls/7081979459/"" title=""Eurasian Collared-Dove by Linda S Swanson, on Flickr""><img src=""http://farm8.staticflickr.com/7261/7081979459_7d3de55085.jpg"" alt=""Eurasian Collared-Dove""></a>",TRUE
54:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pecho Road Willows,L616539,H,35.3170687,-120.85271,1/14/11,8:16:00,obsr7509,S7424450,Area,P23,EBIRD,44,NA,4.0469,2,1,G219288,0,1,0,,"Time: 0816-0900--Conditions: partly cloudy, 1-3 mph wind, 53F--Notes: Curtis Marantz and I mostly checked the area west of the willows for the Swamp Sparrow reported here recently by Jim Royer.",NA,,NA,calling,TRUE
08:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,25,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Arroyo Grande Creek mouth,L453066,H,35.1001785,-120.6287241,9/27/15,9:30:00,obsr7509,S25210313,Traveling,P22,EBIRD,220,4.426,NA,3,1,G1419354,0,1,0,,"100 % low clouds. 1-3 mph wind, 65-73 *F; Tom Edell, Curtis Marantz, Maggie Smith. We parked at the north end of Creek Road (per Google Maps) and walked across the dike and into the dry Arroyo Grande Creek bed where we walked west under the willow canopy to where the pines and cypress trees started adjacent to the A-frame house on the south side of the dike. Curtis continued down creek while Maggie and I continued west along the top of the south dike.  We walked west along the dike, checked a side trail spur at the south end of the A-frame house property, and then along the sandy trail through willow riparian habitat and to the beach where we walked through the vegetated dunes to where we overlooked the southern end of the Arroyo Grande Creek mouth lagoon. The lagoon was mostly dry though there was water at the southern end and there was a small accumulation of ducks, shorebirds and gulls. Curtis rejoined us at this point and we all walked back through the dry creek mouth to the north dike and then east to a trail through the willows to Security Ave and Aloha Place. After checking the Airport and vegetation at the entrance to the wastewater plan, we walked to the end of Security Ave and through the dry lagoon to Laguna Drive, west on Utah Ave and south on Strand Way back to the south side of the creek. We then walked east along the north Arroyo Grande Creek dike back to the road crossing where we returned to the creek bed and eventually exited a little bit west of the vehicles.  We walked a short distance west along the south dike looking for a mixed flock and the returned to the cars along the south dike.  Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,many perched on utility wires on the south side of the creek leeve,TRUE
54:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pecho Road Willows,L616539,H,35.3170687,-120.85271,9/25/15,9:28:00,obsr7509,S25180277,Traveling,P22,EBIRD,98,0.644,NA,2,1,G1417243,0,1,0,,"clear, 1-3 mph wind, 71*F; Tom Edell and Curtis Marantz. We parked along Nancy Ave and walked north to Garden Street where we checked two seed feeders and the surrounding area. Finishing there, we walked  back up Nancy and then west along Broderson to Pecho Road and up Pecho Road to the trail heading west into the willows at Henrietta Ave. We sort of randomly walked the small trails through the willows looking for birds and spent a bit of time trying to refind the Blackburian Warbler.  While looking, Jim Royer and Bill Bouton joined us in the unsuccessful search. We returned to the car along Pecho Road and Broderson Road. Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,singing,TRUE
14:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Villa Creek--Estero Bluffs State Park,L471741,H,35.4601369,-120.970459,9/25/15,17:55:00,obsr7509,S25180118,Traveling,P22,EBIRD,49,0.644,NA,2,1,G1417231,0,1,0,,"15 % cloud cover, 1-3 mph wind, 75 *F; Tom Edell and Curtis Marantz. We parked along Hwy 1 across from 5306 Hwy 1, walked through a broken down gate onto Estero Bluffs State Park. From the gate we followed a narrow path through non-native grassland to the creek mouth and then along the edge of the lagoon and to the beach where Curtis scoped the beach and ocean while I scanned with binoculars. We returned to the car along the same route and while preparing to leave spotted the White-winged dove along utility wires on the inland side of Hwy 1. We left after photographing the dove. Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,on utility wires at 5306 Hwy 1,TRUE
34:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,22,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Whale Rock Reservoir,L582216,H,35.4636527,-120.8708239,8/31/16,7:09:00,obsr7509,S31353048,Traveling,P22,EBIRD,96,1.609,NA,2,1,G1906230,0,1,0,,"Clear, calm, upper arms of the reservoir dry, 56*F; Tom Edell and Maggie Smith. We parked by the road to the close entrance station building and walked through the paved parking lot to the road down hill to the reservoir. Once we reached the reservoir shoreline trail we turned right and walked to the upper end of the reservoir stopping along the way to scope and check from birds. We turned around and heading back along the same route after walking to the end of the trail where we walked past a picnic beach and down slope for our best views of the few peeps present. Continuing sow with 4 piglets  (3 black and 1 brown). Submitted from eBird Android 1.3-beta6",NA,,NA,all perched at same time on utility wire above Old Creek Road near residence,TRUE
42:10.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Arroyo Grande Creek mouth,L453066,H,35.1001785,-120.6287241,10/8/16,7:33:00,obsr7509,S31949160,Traveling,P22,EBIRD,249,3.219,NA,2,1,G1957621,0,1,0,,"Clear, 4-7 mph NE and later NW, 50*F at start; Tom Edell and Mike Stiles. We first checked a fennel row in the farm field east of the horse pastures from Silver Spur Place and then drove to and parked at the start of Creek Road (name per Google Earth). From there we walked west along Silver Spur Place to a little short of the Horse Riding Stable and then back to the car. We drove to north end of Creek Road and walked the road along the Arroyo Grande Creek berm east to check the north end of the fennel patch.  We walked the berm back to where we started and entered the riparian strip along the dry creek and walked it west to the horse trail crossing that we took back onto the south berm and then walked a short spur trail back into the willows an pines on the west side of the pond by the residence. We then walked the main trail all the way to the beach and up onto the top of the fore dune to check the small lagoon. From there we walked back to the north, crossed the dry creek bed and walked the north berm back to the horse trail, crossed the dry creek bed and walked the south berm back to the car.",NA,,NA,around horse pasture and facilities,TRUE
54:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pecho Road Willows,L616539,H,35.3170687,-120.85271,10/11/16,8:14:00,obsr7509,S31999114,Area,P23,EBIRD,144,NA,1.4164,2,1,G1963043,0,1,0,,"100% low clouds, calm, 59*F; Tom Edell and Maggie Smith.  We both arrived at the same time and together looked for the Magnolia Warbler found here yesterday by Jay Carroll (seen before noon by Marlin Harms). We meandered through the willows twice and checked the north side and the willows along Pecho Road once. Submitted from eBird Android 1.3-beta7",NA,,NA,Singing; all perched on utility wires along Henrietta,TRUE
41:41.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Doris Avenue Marsh,L5185630,H,35.3192044,-120.8479181,12/16/16,10:33:00,obsr7509,S33050573,Traveling,P22,EBIRD,49,0.241,NA,2,1,G2080979,0,1,0,,"90-40% cloud cover,  4-7 to 8-12 mph NW wind, 57*F; Tom Edell and Curtis Marantz. We stopped here to look for the previously reported Black-and-white Warbler and Swamp Sparrow. I spent my time mainly on the west and north side of the marsh, while Curtis walked around the entire marsh. We also noted birds present in the Cuesta Inlet and visible in the surrounding area.",NA,,NA,most perched in a bare tree to the west,TRUE
43:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Morro Bay Harbor,L4486780,H,35.3699,-120.857,12/10/16,9:20:00,obsr209089,S32967354,Traveling,P22,EBIRD,30,0.805,NA,2,1,G2073016,0,1,0,,"Birded along the central harbor bay, near the Anchor Park.  Overcast, light drizzle occasionally.",NA,,NA,Large flock on wires in town on our way down Embarcadero.,TRUE
46:18.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Arroyo Grande Creek-Lower,L1317776,H,35.0982953,-120.6184712,9/22/17,7:32:00,obsr7509,S39335939,Traveling,P22,EBIRD,302,2.253,NA,2,1,G2648674,0,1,0,,"Clear, calm, 46-72*F; Tom Edell and Herb Elliott. We parked at the north end of Creek Road and first walked south along the road and then about 0.9 mile west on Desert Ave. After returning to where we parked, we walked to the creek and then crossed through the dry creek be to the north side of the creek and walked west along the northern dike. Along the way we found a blooming wax mallow (Malvaviscus arboreus) next to a residence that was loaded with hummingbirds. We dropped into the creek bottom and continued west as we got to the west end of the trailer storage yard and walked the creek to the old road crossing that led to a gate at the private property on the south side of the creek. Gaining the top of the south dike, we walked first a short distance up creek to check the large pines and cypress, and then walked down creek to the end of these trees and took a trail that was off to the left along the west side of a mostly hidden pond on the private property. We then returned to the main trail and walked it to the dunes. At the dunes we walked up to the the top for an overlook of the north-west running Arroyo Grande Creek lagoon and the beach and ocean. When we finished checking here, we walked north along the top of the dunes to the creek and then a short distance up creek before heading southeast back to the trail on the south side of the creek. We walked back along the trail to the creek dike and then continued along it back to where we parked on Creek Road. The eBird mobile app calculated total distance traveled at 2.91 miles. I calculated the one-way distance using Google Earth at 1.4 mile.",NA,,NA,Singing,TRUE
